Chat	Chat
TextLabel	StarterGui.mainInterface.shop.gamepassTab.SALE
UIStroke	StarterGui.mainInterface.shop.gamepassTab.SALE.UIStroke
ImageLabel	StarterGui.mainInterface.shop.gamepassTab.inner
ImageLabel	StarterGui.mainInterface.shop.gamepassTab.inner.background
TextLabel	StarterGui.mainInterface.shop.gamepassTab.title
ImageLabel	StarterGui.mainInterface.shop.gamepasses
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner
ScrollingFrame	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.Frame.3dRobux
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.Frame.amount
UIStroke	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.Frame.amount.UIStroke
TextButton	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.Frame.button
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.Frame.equip
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.Frame.oldAmount
Frame	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.Frame.oldAmount.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.Frame.robuxIcon
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.Frame.robuxIcon
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.TextLabel
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.image
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.Frame.title
StringValue	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.id
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.2xGold.owned
UIGridLayout	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.UIGridLayout
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.Frame.3dRobux
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.Frame.amount
UIStroke	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.Frame.amount.UIStroke
TextButton	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.Frame.button
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.Frame.equip
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.Frame.oldAmount
Frame	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.Frame.oldAmount.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.Frame.robuxIcon
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.Frame.robuxIcon
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.image
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.Frame.title
StringValue	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.id
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.VIP.owned
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.Frame.3dRobux
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.Frame.amount
UIStroke	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.Frame.amount.UIStroke
TextButton	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.Frame.button
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.Frame.equip
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.Frame.oldAmount
Frame	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.Frame.oldAmount.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.Frame.robuxIcon
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.Frame.robuxIcon
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.TextLabel
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.helmet
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.sword
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.Frame.title
StringValue	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.id
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.extraDrop.owned
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.Frame.3dRobux
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.Frame.amount
UIStroke	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.Frame.amount.UIStroke
TextButton	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.Frame.button
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.Frame.equip
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.Frame.oldAmount
Frame	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.Frame.oldAmount.Frame
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.Frame.robuxIcon
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.Frame.robuxIcon
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.TextLabel
ImageLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.image
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.Frame.title
StringValue	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.id
TextLabel	StarterGui.mainInterface.shop.gamepasses.inner.ScrollingFrame.freeReset.owned
ImageLabel	StarterGui.mainInterface.shop.rotationShopTitle
ImageLabel	StarterGui.mainInterface.shop.rotationShopTitle.Frame
TextLabel	StarterGui.mainInterface.shop.rotationShopTitle.Frame.TextLabel
TextLabel	StarterGui.mainInterface.shop.rotationShopTitle.Frame.resetTime
ImageLabel	StarterGui.mainInterface.shop.shopTitle
ImageLabel	StarterGui.mainInterface.shop.shopTitle.Frame
TextLabel	StarterGui.mainInterface.shop.shopTitle.Frame.TextLabel
LocalScript	StarterGui.mainInterface.shop.tabSwitcher
ImageLabel	StarterGui.mainInterface.shop.xFrame
ImageLabel	StarterGui.mainInterface.shop.xFrame.ImageLabel
BoolValue	StarterGui.mainInterface.shop.xFrame.ImageLabel.xbox
TextButton	StarterGui.mainInterface.shop.xFrame.xButton
ImageLabel	StarterGui.mainInterface.shop.xFrame.xButton.TextButton_Roundify_12px
ScreenGui	StarterGui.mobileHideUI
ImageLabel	StarterGui.mobileHideUI.background
ImageLabel	StarterGui.mobileHideUI.background.fill
TextButton	StarterGui.mobileHideUI.background.fill.TextButton
TextLabel	StarterGui.mobileHideUI.background.fill.text
TextLabel	StarterGui.mobileHideUI.background.fill.text.3dText
ImageLabel	StarterGui.mobileHideUI.background.shadow
ScreenGui	StarterGui.mobileShiftlockGui
ImageLabel	StarterGui.mobileShiftlockGui.background
ImageLabel	StarterGui.mobileShiftlockGui.background.fill
TextButton	StarterGui.mobileShiftlockGui.background.fill.TextButton
TextLabel	StarterGui.mobileShiftlockGui.background.fill.text
TextLabel	StarterGui.mobileShiftlockGui.background.fill.text.3dText
ImageLabel	StarterGui.mobileShiftlockGui.background.shadow
LocalScript	StarterGui.onlyForTeleporting
ScreenGui	StarterGui.playerStatsLeaderboard
Frame	StarterGui.playerStatsLeaderboard.Frame
ScrollingFrame	StarterGui.playerStatsLeaderboard.Frame.ScrollingFrame
UIListLayout	StarterGui.playerStatsLeaderboard.Frame.ScrollingFrame.UIListLayout
TextLabel	StarterGui.playerStatsLeaderboard.Frame.damageDone
TextLabel	StarterGui.playerStatsLeaderboard.Frame.damageDone3d
TextLabel	StarterGui.playerStatsLeaderboard.Frame.damageTaken
TextLabel	StarterGui.playerStatsLeaderboard.Frame.damageTaken3d
Frame	StarterGui.playerStatsLeaderboard.Frame.divider
TextLabel	StarterGui.playerStatsLeaderboard.Frame.healingDone
TextLabel	StarterGui.playerStatsLeaderboard.Frame.healingDone3d
Frame	StarterGui.playerStatsLeaderboard.Frame.horizDivier1
Frame	StarterGui.playerStatsLeaderboard.Frame.horizDivier1
ImageLabel	StarterGui.playerStatsLeaderboard.Frame.innerBackground
ImageLabel	StarterGui.playerStatsLeaderboard.Frame.mainBackground
ImageLabel	StarterGui.playerStatsLeaderboard.buttonMain
ImageLabel	StarterGui.playerStatsLeaderboard.buttonMain.3d
TextButton	StarterGui.playerStatsLeaderboard.buttonMain.TextButton
TextLabel	StarterGui.playerStatsLeaderboard.buttonMain.TextButton.3d
ScreenGui	StarterGui.playerStatus
Frame	StarterGui.playerStatus.Frame
UIAspectRatioConstraint	StarterGui.playerStatus.Frame.UIAspectRatioConstraint
ImageLabel	StarterGui.playerStatus.Frame.buyGold
ImageLabel	StarterGui.playerStatus.Frame.buyGold.Frame
ImageLabel	StarterGui.playerStatus.Frame.buyGold.Frame.invenBackground
ImageButton	StarterGui.playerStatus.Frame.buyGold.Frame.invenBackground.ImageButton
Sound	StarterGui.playerStatus.Frame.buyGold.Frame.invenBackground.ImageButton.clickSound
TextButton	StarterGui.playerStatus.Frame.buyGold.clickButton
ImageLabel	StarterGui.playerStatus.Frame.buyGold.glow
LocalScript	StarterGui.playerStatus.Frame.buyGold.openBuyGold
ImageLabel	StarterGui.playerStatus.Frame.healthFrame
TextLabel	StarterGui.playerStatus.Frame.healthFrame.health
ImageLabel	StarterGui.playerStatus.Frame.healthFrame.health.currentHealth
ImageLabel	StarterGui.playerStatus.Frame.healthFrame.health.healthBackground
TextLabel	StarterGui.playerStatus.Frame.healthFrame.health.label
ImageLabel	StarterGui.playerStatus.Frame.levelBorder
ImageLabel	StarterGui.playerStatus.Frame.levelBorder.Frame
TextLabel	StarterGui.playerStatus.Frame.levelBorder.level
Frame	StarterGui.playerStatus.Frame.main
Frame	StarterGui.playerStatus.Frame.main.xpMain
ImageLabel	StarterGui.playerStatus.Frame.moneyMain
TextLabel	StarterGui.playerStatus.Frame.moneyMain.GemsText
UIGradient	StarterGui.playerStatus.Frame.moneyMain.GemsText.UIGradient
TextLabel	StarterGui.playerStatus.Frame.moneyMain.TextLabel
ImageLabel	StarterGui.playerStatus.Frame.moneyMain.icon
ImageLabel	StarterGui.playerStatus.Frame.moneyMain.icon
TextLabel	StarterGui.playerStatus.Frame.playerName
ImageLabel	StarterGui.playerStatus.Frame.portraitBorder
ImageLabel	StarterGui.playerStatus.Frame.portraitBorder.innerBorder
ImageLabel	StarterGui.playerStatus.Frame.portraitBorder.portrait
ImageLabel	StarterGui.playerStatus.Frame.skillPointBackground
ImageLabel	StarterGui.playerStatus.Frame.skillPointBackground.Frame
ImageLabel	StarterGui.playerStatus.Frame.skillPointBackground.Frame.invenBackground
ImageButton	StarterGui.playerStatus.Frame.skillPointBackground.Frame.invenBackground.ImageButton
Sound	StarterGui.playerStatus.Frame.skillPointBackground.Frame.invenBackground.ImageButton.clickSound
TextLabel	StarterGui.playerStatus.Frame.skillPointBackground.HelperText
ImageLabel	StarterGui.playerStatus.Frame.skillPointBackground.glow
Frame	StarterGui.playerStatus.Frame.teammateHolder
UIGridLayout	StarterGui.playerStatus.Frame.teammateHolder.UIGridLayout
Frame	StarterGui.playerStatus.Frame.xpBoostFrame
UIGradient	StarterGui.playerStatus.Frame.xpBoostFrame.UIGradient
TextLabel	StarterGui.playerStatus.Frame.xpBoostFrame.timeLeft
TextLabel	StarterGui.playerStatus.Frame.xpBoostFrame.title
UIGradient	StarterGui.playerStatus.Frame.xpBoostFrame.title.UIGradient
ImageLabel	StarterGui.playerStatus.Frame.xpFrame
TextLabel	StarterGui.playerStatus.Frame.xpFrame.xp
ImageLabel	StarterGui.playerStatus.Frame.xpFrame.xp.currentXP
UIGradient	StarterGui.playerStatus.Frame.xpFrame.xp.currentXP.UIGradient
TextLabel	StarterGui.playerStatus.Frame.xpFrame.xp.label
ImageLabel	StarterGui.playerStatus.Frame.xpFrame.xp.xpBackground
ScreenGui	StarterGui.prompts
TextLabel	StarterGui.prompts.upgradePrompt
ScreenGui	StarterGui.queueGui
ImageLabel	StarterGui.queueGui.chooseDungeon
UIAspectRatioConstraint	StarterGui.queueGui.chooseDungeon.UIAspectRatioConstraint
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft
ScrollingFrame	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Aquatic Temple
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Aquatic Temple.3dName
TextButton	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Aquatic Temple.TextButton
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Aquatic Temple.chosenIndicatorBackground
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Aquatic Temple.chosenIndicatorBackground.chosenIndicatorFill
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Aquatic Temple.chosenIndicatorBackground.chosenIndicatorFill.chosen
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Aquatic Temple.dungeonNameBorder
TextLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Aquatic Temple.dungeonNameBorder.dungeonName
StringValue	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Aquatic Temple.imageId
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Desert Temple
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Desert Temple.3dName
TextButton	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Desert Temple.TextButton
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Desert Temple.chosenIndicatorBackground
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Desert Temple.chosenIndicatorBackground.chosenIndicatorFill
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Desert Temple.chosenIndicatorBackground.chosenIndicatorFill.chosen
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Desert Temple.dungeonNameBorder
TextLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Desert Temple.dungeonNameBorder.dungeonName
StringValue	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Desert Temple.imageId
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Enchanted Forest
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Enchanted Forest.3dName
TextButton	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Enchanted Forest.TextButton
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Enchanted Forest.chosenIndicatorBackground
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Enchanted Forest.chosenIndicatorBackground.chosenIndicatorFill
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Enchanted Forest.chosenIndicatorBackground.chosenIndicatorFill.chosen
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Enchanted Forest.dungeonNameBorder
TextLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Enchanted Forest.dungeonNameBorder.dungeonName
StringValue	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Enchanted Forest.imageId
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Ghastly Harbor
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Ghastly Harbor.3dName
TextButton	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Ghastly Harbor.TextButton
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Ghastly Harbor.chosenIndicatorBackground
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Ghastly Harbor.chosenIndicatorBackground.chosenIndicatorFill
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Ghastly Harbor.chosenIndicatorBackground.chosenIndicatorFill.chosen
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Ghastly Harbor.dungeonNameBorder
TextLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Ghastly Harbor.dungeonNameBorder.dungeonName
StringValue	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Ghastly Harbor.imageId
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Gilded Skies
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Gilded Skies.3dName
TextButton	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Gilded Skies.TextButton
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Gilded Skies.chosenIndicatorBackground
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Gilded Skies.chosenIndicatorBackground.chosenIndicatorFill
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Gilded Skies.chosenIndicatorBackground.chosenIndicatorFill.chosen
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Gilded Skies.dungeonNameBorder
TextLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Gilded Skies.dungeonNameBorder.dungeonName
StringValue	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.Gilded Skies.imageId
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.King's Castle
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.King's Castle.3dName
TextButton	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.King's Castle.TextButton
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.King's Castle.chosenIndicatorBackground
ImageLabel	StarterGui.queueGui.chooseDungeon.backgroundFillLeft.ScrollingFrame.King's Castle.chosenIndicatorBackground.chosenIndicatorFill
